id	text	label
677	Be the change that you wish to see in the world.	philosophy
678	If we wish to draw philosophical conclusions about our own existence, our significance, and the significance of the universe itself, our conclusions should be based on empirical knowledge. A truly open mind means forcing our imaginations to conform to the evidence of reality, and not vice versa, whether or not we like the implications.	philosophy
679	También le he visto a usted. Ozzera. Crispin. ¿Verdad? Christian-corrigió Lissa	sarcasm
680	A slinky is a toy made for stairs, but that’s entirely too tiresome. What about a toy for escalators that doesn’t move and does nothing and that’s the whole point? I think Americans would relate to and embrace that mentality.	sarcasm
681	You’re still a little shy, I see, the wizard noted. I think if you ignore evil, my friend, it tends to grow stronger. (Quinhelm, the wizard - from BRIGGEN)	philosophy
682	The premise of the Taker story is 'the world belongs to man'. … The premise of the Leaver story is 'man belongs to the world'.	philosophy
683	Of course there is no formula for success, except perhaps an unconditional acceptance of life, and what it brings	philosophy
684	It is an ironic habit of human beings to run faster when they have lost their way.	philosophy
685	Death is never an excuse to stop living.	philosophy
686	To be, or not to be: what a question!	philosophy
687	In the beginner’s mind there are many possibilities, but in the expert’s there are few	philosophy
688	If you don't want anyone to know about your existence, you might as well kill yourself. You're taking up space, air.	philosophy
689	When a man learns to love, he must bear the risk of hatred.	philosophy
690	"Truth, says instrumentalism, is what works out, that which does what you expect it to do. The judgment is true when you can ""bank"" on it and not be disappointed. If, when you predict, or when you follow the lead of your idea or plan, it brings you to the ends sought for in the beginning, your judgment is true. It does not consist in agreement of ideas, or the agreement of ideas with an outside reality; neither is it an eternal something which always is, but it is a name given to ways of thinking which get the thinker where he started. As a railroad ticket is a ""true"" one when it lands the passenger at the station he sought, so is an idea ""true,"" not when it agrees with something outside, but when it gets the thinker successfully to the end of his intellectual journey.   Truth, reality, ideas and judgments are not things that stand out eternally ""there,"" whether in the skies above or in the earth beneath; but they are names used to characterize certain vital stages in a process which is ever going on, the process of creation, of evolution. In that process we may speak of reality, this being valuable for our purposes; again, we may speak of truth; later, of ideas; and still again, of judgments; but because we talk about them we should not delude ourselves into thinking we can handle them as something eternally existing as we handle a specimen under the glass.   Such a conception of truth and reality, the instrumentalist believes, is in harmony with the general nature of progress. He fails to see how progress, genuine creation, can occur on any other theory on theories of finality, fixity, and authority; but he believes that the idea of creation which we have sketched here gives man a vote in the affairs of the universe, renders him a citizen of the world to aid in the creation of valuable objects in the nature of institutions and principles, encourages him to attempt things ""unattempted yet in prose or rhyme,"" inspires him to the creation of ""more stately mansions,"" and to the forsaking of his ""low vaulted past."" He believes that the days of authority are over, whether in religion, in rulership, in science, or in philosophy; and he offers this dynamic universe as a challenge to the volition and intelligence of man, a universe to be won or lost at man’s option, a universe not to fall down before and worship as the slave before his master, the subject before his king, the scientist before his principle, the philosopher before his system, but a universe to be controlled, directed, and recreated by man’s intelligence."	philosophy
691	What does it matter where my body happens to be?' he said. 'My mind goes on working all the same.	philosophy
692	We have now sunk to a depth at which restatement of the obvious is the first duty of intelligent men.	philosophy
693	It goes without saying that these effects do not suffice to annul the necessity for a “change of terrain.” It also goes without saying that the choice between these two forms of deconstruction cannot be simple and unique. A new writing must weave and interlace these two motifs of deconstruction. Which amounts to saying that one must speak several languages and produce several texts at once. I would like to point out especially that the style of the first deconstruction is mostly that of the Heideggerian questions, and the other is mostly the one which dominates France today. I am purposely speaking in terms of a dominant style: because there are also breaks and changes of terrain in texts of the Heideggerian type; because the “change of terrain” is far from upsetting the entire French landscape to which I am referring; because what we need, perhaps, as Nietzsche said, is a change of “style”; and if there is style, Nietzsche reminded us, it must be plural.	philosophy
694	I don’t know what you’re talking about, but any organization that claims you for a member doesn’t get to call itself sinister, whether you’re left-handed or not. I would be insulted to be offered membership in such a namby-pamby organization. It would be like the Archbishop of Canterbury calling a select club of his compatriots ‘Bad, Bad Bishops’.”  Marshall sniggered.  “Watch out for the clergy,” Edward said. “They’re absolutely wild. Sometimes they have an extra biscuit at tea.	sarcasm
695	Sometimes the only way to succeed is to fail backwards	philosophy
696	I BELIEVE EVERYONE IS SPECIAL . . .   BUT SOME PEOPLE THINK . .  . . IT'S JUST ANOTHER WAY OF SAYING NO-ONE IS	sarcasm
697	Yesterday misspent can't be recall'd Vanity makes beauty contemptible Wisdom is more valuable than riches.	philosophy
698	When the writing is good, a book becomes a mirror. The reader will see an uncanny familiarity and respond accordingly.	philosophy
699	Would Crazy Horse have spent this much to remodel a kitchen?	philosophy
700	Islam deals not only with what man must and must not do, but also with what he needs to know. In other words, Islam is both a way of acting and doing things and a way of knowing.	philosophy
701	Fault always lies in the same place: with him weak enough to lay blame.	philosophy
702	There isnt always an explanation for everything.	philosophy
703	War means fighting. The business of the soldier is to fight. Armies are not called out to dig trenches, to throw up breastworks, to live in camps, but to find the enemy and strike him; to invade his country, and do him all possible damage in the shortest possible time. This will involve great destruction of life and property while it lasts; but such a war will of necessity be of brief continuance, and so would be an economy of life and property in the end.	philosophy
704	Fine. Okay. I killed her. But I didn’t mean to. And I didn’t kill her, kill her.” “Oh, I see. As long as you didn’t kill her, kill her, then that’s okay.	sarcasm
705	"Sascha nodded. ""Want me to wait?""  ""Do I want my mate to wait in a deserted forest while a dangerous Psy fugitive remains on the loose? Wait, let me think.""  ""Sarcasm does not suit you."" She kissed him again, laughter in her eyes."	sarcasm
706	Wise men speak because they have something to say; fools because they have to say something.	philosophy
707	What we cannot bear removes us from life; what remains can be borne.	philosophy
708	In some remote corner of the universe, poured out and glittering among innumerable solar systems, there once was a star on which clever animals invented knowledge.	philosophy
709	Reason is the power or capacity whereby we see or detect logical relationships among propositions.	philosophy
710	Why do you haunt me? You, like a tattoo on my tongue, like the bay leaf at the bottom of every pan. You who sprawled out beside me and sang my horoscope to a Schubert symphony, something about travel and money again, and we lay there, both of our breaths bad, both of our underwear dangling elastic, and then you turned toward me with a gaze like two matches, putting the horoscope aside, you traced my buried ribs with your index finger, lingered at my collarbone, admiring it as one might a flying buttress, murmuring: Nice clavicle. And me, too new at it and scared, not knowing what to say, whispering: You should see my ten-speed.	sarcasm
711	One must reach out and try to grasp this astonishing finesse, that the value of lif cannot be estimated.	philosophy
712	Truth is not as pompous and romantic as myth ... but it has the immeasurable value of being the Truth.	philosophy
713	Mma Ramotswe had listened to a World Service broadcast on her radio one day which had simply taken her breath away. It was about philosophers who called themselves existentialists and who, as far as Mma Ramotswe could ascertain, lived in France. These French people said that you should just live in a way which made you feel real, and that the real thing to do was the right thing too. Mma Ramotswe had listened in astonishment. You did not have to go to France to meet existentialists, she reflected; there were many existentialists right here in Botswana. Note Mokoti, for example. She had been married to an existentialist herself, without even knowing it. Note, that selfish man who never once put himself out for another--not even for his wife--would have approved of existentialists, and they of him. It was very existentialist, perhaps, to go out to bars every night while your pregnant wife stayed at home, and even more existentialist to go off with girls--young existentialist girls--you met in bars. It was a good life being an existentialist, although not too good for all the other, nonexistentialist people around one.	philosophy
714	Dearest love, let me count the ways. Dismemberment, garroted, poisoned, drowned, named. I read that as soon as a species is named it begins its travels up the endangered list. Discovery meaning death.	sarcasm
715	I don’t know whether this world has a meaning that transcends it. But I know that I cannot know that meaning and that it is impossible for me just now to know it.	philosophy
716	If you've got the truth you can demonstrate it. Talking doesn't prove it.	philosophy
717	Laughter is the antidote to existential pain	philosophy
718	If your dreams are to hard to achieve, just achieve	philosophy
719	"Isn't wine prohibited here?"" the boy asked. ""It's not what enters men's mouths that's evil,"" said the alchemist. ""It's what comes out of their mouths that is."	philosophy
720	"She washed he hands,then looked at my side. ""you haven't even had it stitched?"" She said incredulously.  ""I've been rather busy,"" I said. ""With the running like hell and hiding all night."	sarcasm
721	There's nothing like a headless corpse to bring a touch of excitement into one's life.	sarcasm
722	People will not remember what you did for living, they will remember how you touched them with kindness and loving.	philosophy
723	Close your eyes to see the world with your imaginative mind.	philosophy
724	Nature, it seems, is the popular name for milliards and milliards and milliards of particles playing their infinite game of billiards and billiards and billiards.	philosophy
725	"Murderous thieves make their home here."" She failed to keep the tremor from her voice.  ""Absolutely,"" Jonas replied. ""Dangerous animals too."" ""Without a doubt."" She slanted a look toward him. ""Perfect place for you."" He repressed a snort. ""Oh, such compliments, your highness. You're going to make me blush."	sarcasm
726	In life man commits himself and draws his own portrait, outside of which there is nothing. No doubt this thought may seem harsh to someone who has not made a success of his life. But on the other hand, it helps people to understand that reality alone counts, and that dreams, expectations and hopes only serve to define a man as a broken dream, aborted hopes, and futile expectations.	philosophy
727	I believe in spectacles, but I think eyes necessary too.	philosophy
728	When I was a boy, I would read those postcards and know exactly why my father was doing what he was doing: he was taking a stab at greatness, that is, if greatness is simply another word for doing something different from what you were already doing--or maybe greatness is the thing we want to have so that other people will want to have us, or maybe greatness is merely the grail for our unhappy, striving selves, the thing we think we need but don't and can't get anyway.	philosophy
729	Socrates: This man, on one hand, believes that he knows something, while not knowing [anything]. On the other hand, I – equally ignorant – do not believe [that I know anything].	philosophy
730	TO the States or any one of them, or any city of the States, Resist much, obey little,  Once unquestioning obedience, once fully enslaved, Once fully enslaved, no nation, state, city of this earth, ever after-ward resumes its liberty.	philosophy
731	Accustom yourself to the belief that death is of no concern to us, since all good and evil lie in sensation and sensation ends with death. Therefore the true belief that death is nothing to us makes a mortal life happy, not by adding to it an infinite time, but by taking away the desire for immortality. For there is no reason why the man who is thoroughly assured that there is nothing to fear in death should find anything to fear in life. So, too, he is foolish who says that he fears death, not because it will be painful when it comes, but because the anticipation of it is painful; for that which is no burden when it is present gives pain to no purpose when it is anticipated. Death, the most dreaded of evils, is therefore of no concern to us; for while we exist death is not present, and when death is present we no longer exist. It is therefore nothing either to the living or to the dead since it is not present to the living, and the dead no longer are.	philosophy
732	My whole day has been a unicorn ride through a field of rainbows	sarcasm
733	Your principle should be to see everything and say nothing. The world changes so rapidly that if you want to get on you cannot afford to align yourself with any person or point of view.	philosophy
734	Rice-a-Roni: The San Francisco treat...  ...the other treat, of course, being anal penetration.	philosophy
735	If we try to measure Now, we find it's always gone, has become part of the past.	philosophy
736	"He shook his head,'Fuck, you say such fucking weird things.' 'Is that still your favourite word?' asked Isola interestedly, 'I like ""verisimilitude"". Tolkein said the most beautiful English phrase is ""cellar door"","	sarcasm
737	Even if you are alone you wage war with yourself.	philosophy
738	If then, Moses so distinctly announces that there is in us not only a faculty, but also a facility for keeping all commandments, why are we sweating so much? ... What need is there now of Christ or of Spirit? We have found a passage that asserts freedom of choice, but also distinctly teaches that the keeping of the commandments is easy.	sarcasm
739	I have a black belt in sarcasm, and my wit is like lightning.	sarcasm
740	You’re supposed to pinch yourself – not the one you’re dreaming about.	sarcasm
741	The freedom of an unscheduled afternoon brought confusion rather than joy. Julius had always been focused. When he was not seeing patients, other important projects and activities-writing, teaching, tennis, research-clamored for his attention. But today nothing seemed important. He suspected that nothing had ever been important, that his mind had arbitrarily imbued projects with importance and then cunningly covered its traces. Today he saw through the ruse of a lifetime. Today there was nothing important to do, and he ambled aimlessly down Union Street.	philosophy
742	I wanted that future officer to weigh decisions with a supple mind and to be comfortable with nuance and uncertainty.	philosophy
743	"the [coat] rack above his head like a javelin. On the other side of the door was Jace. He blinked. ""Is that a coatrack?"" Jordan slammed the coatrack down on the ground and sighed. ""If you'd been a vampire, this would have been a lot more useful."" ""Yes,"" said Jace. ""Or, you know, just someone with a lot of coats."	sarcasm
744	"At least that left hope for him. Except ""Beauty and the Geek"" wasn’t exactly the proper translation of the popular fairy tale."	sarcasm
745	Mathilde returned and strolled past the drawing-room windows; she saw him busily engaged in describing to Madame de Fervaques the old ruined castles that crown the steep banks of the Rhine and give them so distinctive a character. He was beginning to acquit himself none too badly in the use of the sentimental and picturesque language which is called <em>wit</em> in certain drawing-rooms.	sarcasm
746	To the untutored sage, the concentration of population was the prolific mother of all evils, moral no less than physical. He argued that food is good, while surfeit kills; that love is good, but lust destroys; and not less dreaded than the pestilence following upon crowded and unsanitary dwellings was the loss of spiritual power inseparable from too close contact with one's fellow-men.	philosophy
747	We do not create life, we create death.	philosophy
748	Love is my inner strength and my power.	philosophy
749	The world is a good judge of things, for it is in natural ignorance, which is man's true state. The sciences have two extremes which meet. The first is the pure natural ignorance in which all men find themselves at birth. The other extreme is that reached by great intellects, who, having run through all that men can know, find they know nothing, and come back again to that same ignorance from which they set out; but this is a learned ignorance which is conscious of itself. Those between the two, who have departed from natural ignorance and not been able to reach the other, have some smattering of this vain knowledge and pretend to be wise. These trouble the world and are bad judges of everything. The people and the wise constitute the world; these despise it, and are despised. They judge badly of everything, and the world judges rightly of them.	philosophy
750	Festus just detected a large group of eagles behind us—long-range radar, still not in sight.” Piper leaned over the console. “Are you sure they’re Roman?” Leo rolled his eyes. “No, Pipes. It could be a random group of giant eagles flying in perfect formation. Of course they’re Roman!	sarcasm
751	This world, in which reason is more and more at home, is not habitable. It is hard and cold like those depots in which are piled up goods that cannot satisfy: neither clothe those who are naked, nor feed those who are hungry; it is as impersonal as factory hangars and industrial cities in which manufactured things remain abstract, true with statistical truth and borne on the anonymous circuit of the economy, resulting from skilful planning decisions which cannot prevent, but prepare disasters. There it is, the mind in its masculine essence, living on the outside, exposed to the violent, blinding sun, to the trade winds that beat against it and beat it down, on a land without folds, rootless, solitary and wandering and thus already alienated by the very things which it caused to be produced and which remain untameable and hostile.	philosophy
752	It’s an already inside outside, The philosophers say it’s the soul But it’s not the soul: it’s the animal or the man itself In its way of existing.	philosophy
753	Morality can provide at most only a severely limited and insufficient answer to the question of how a person should live.	philosophy
754	Maybe sometimes we don't do the right thing because the wrong thing looks more dangerous, and we don't want to look scared, so we go and do the wrong thing just because it's dangerous. We're more concerned with not looking scared than with judging right.	philosophy
755	Some concepts are so incredibly risky they take an honest fool to try to articulate them.	philosophy
756	The actuality of us being cognizant and accepting of the fact we are but a speck of sand in a universe sized desert, whose existence is irrelevant to any facet of universal function is a hard pill to swallow. Knowing the world will go on for another billion years after death and you will have no recollection of anything, just as you have no recollection of the billion years before your birth is a mind-boggling intuition,	philosophy
757	From 'the lesson of the moth':  and before i could argue him out of his philosophy he went and immolated himself on a patent cigar lighter i do not agree with him myself i would rather have half the happiness and twice the longevity  but at the same time i wish there was something i wanted as badly as he wanted to fry himself	philosophy
758	"We came around the corner and stood in the doorway of what looked like a paint-testing ground. This was where we proved once and for all that we were good loving parents. We decided to let him live. ""What is painting doing in my best Tupperware bowl?"" I yelled. ""Well, I needed something lightweight I could carry around with me,"" he began. ""You've been carrying around a brain for year,"" the boy's father said."	sarcasm
759	Cinta memperindah hidup kita sebab pengalaman cinta pada dasarnya indah dan memperindah seluruh semesta. Mencintai seseorang atau sesuatu berarti mengabdikan yang tidak abadi, memuliakan yang tidak bermoral, meninggikan yang rendah, dan memperindah yang buruk rupa. Apapun yang terlihat oleh mata yang menatap penuh cinta selalu kelihatan cantik, selalu indah di mata - Pitirim Sorokin	philosophy
760	Don’t reject something just because it seems strange. It’s comfort that will kill you in the end.	philosophy
761	Life—the way it really is—is a battle not between good and bad, but between bad and worse	philosophy
762	One has to take a somewhat bold and dangerous line with this existence: especially as, whatever happens, we are bound to lose it.	philosophy
763	... the most important concept ever put forth was that matter, ALL matter, with no exceptions from stone to star to starfish to student to sovereign, is as divine as all else in the cosmos, for all flows from Consciousness, the Word that came before the World - and all, in time, will flow back.	philosophy
764	One of the greatest tragedies in life is to lose your own sense of self and accept the version of you that is expected by everyone else.	philosophy
765	To find love, be loving first.	philosophy
766	One says the things which one feels the need to say, and which the other will not understand: one speaks for oneself alone.	philosophy
767	Violence is spiritual junk food, and boredom is spiritual anorexia.	philosophy
768	I once saw you in a tuxedo and all I wanted to do is eat.	sarcasm
769	Do you know what punishments I've endured for my crimes, my sins? None. I am proof of the absurdity of men's most treasured abstractions. A just universe wouldn't tolerate my existence.	philosophy
770	Serious thinkers are few, and the world is ruled by crude ideas.	philosophy
771	"He sure told you off, huh, Icy?"" ~Darcy"	sarcasm
772	Quis custodiet ipsos custodes? - Who watches the watchmen?	philosophy
773	And this is the forbidden truth, the unspeakable taboo - that evil is not always repellent but frequently attractive; that it has the power to make of us not simply victims, as nature and accident do, but active accomplices.	philosophy
774	There's only one rule that I know of, babies—God damn it, you've got to be kind.	philosophy
775	This causation exists as a streamed organization of constantly fluid potential. Anything that can be must first hold the streaming potential to be. It is soul.  It is always potential. It is never static. It is never rigid. Its essence is all these, which means it can not be anything other and be the Primal Cause. It is never nothing. Nothing does not exist with it. It is something. It is anything. It is everything. At the same time! Just like your consciousness. Pure Unordered Potential!	philosophy
776	Maybe each human being lives in a unique world, a private world different from those inhabited and experienced by all other humans. . . If reality differs from person to person, can we speak of reality singular, or shouldn't we really be talking about plural realities? And if there are plural realities, are some more true (more real) than others? What about the world of a schizophrenic? Maybe it's as real as our world. Maybe we cannot say that we are in touch with reality and he is not, but should instead say, His reality is so different from ours that he can't explain his to us, and we can't explain ours to him. The problem, then, is that if subjective worlds are experienced too differently, there occurs a breakdown in communication ... and there is the real illness.	philosophy
777	Look, girls know when they’re cute,” he said. “You don’t have to tell them. All they need to do is look in the mirror. I have one friend out in New York, an attorney. She moved out there after the school year to take the bar. She doesn’t have a job. I was like, ‘How are you going to get a job there in this market?’ And she’s like, ‘I’ll wink and I’ll smile.’ She’s a pretty girl. Whether that works despite her poor grades is yet to be seen.	philosophy
778	Only God may be adored, because only God is unlimited goodness, truth, and beauty, and thus only God deserves unlimited love.	philosophy
779	"It's a philosophical minefield!""  Cabal had a brief mental image of Aristotle walking halfway across an open field before unexpectedly disappearing in a fireball. Descartes and Nietzsche looked on appalled. He pulled himself together."	philosophy
780	You know how the tightrope guy at the circus wants everyone to believe his act is an art, but deep down you can see that he's really just hoping he makes it all the way across?	philosophy
781	We hold the future still timidly, but perceive it for the first time as a function of our own action.	philosophy
782	The stone that was rolled before Christ's tomb might appropriately be called the philosopher's stone because its removal gave not only the pharisees but, now for 1800 years, the philosophers so much to think about.	philosophy
783	A photograph shouldn't be just a picture, it should be a philosophy.	philosophy
784	Want less, live more	philosophy
785	Always ask the questions you want to, life is too short to know if you'll get a second chance to ask , and afterlife is probably too long to wonder what the answer may be.	philosophy
786	In an earlier stage of our development most human groups held to a tribal ethic. Members of the tribe were protected, but people of other tribes could be robbed or killed as one pleased. Gradually the circle of protection expanded, but as recently as 150 years ago we did not include blacks. So African human beings could be captured, shipped to America, and sold. In Australia white settlers regarded Aborigines as a pest and hunted them down, much as kangaroos are hunted down today. Just as we have progressed beyond the blatantly racist ethic of the era of slavery and colonialism, so we must now progress beyond the speciesist ethic of the era of factory farming, of the use of animals as mere research tools, of whaling, seal hunting, kangaroo slaughter, and the destruction of wilderness. We must take the final step in expanding the circle of ethics. -	philosophy
787	As far as I am concerned, philosophic questioning is just as likely to make you confused and depressed as it is to improve your condition.	philosophy
788	songs, to me, were more important than just light entertainment. They were my preceptor and guide into some altered consciousness of reality. Some different republic, some liberated republic... whatever the case, it wasn't that I was anti-popular culture or anything and I had no ambition to stir things up. I just thought of mainstream culture as lame as hell and a big trick. It was like the unbroken sea of frost that lay outside the window and you had to have awkward footgear to walk with.	philosophy
789	We have record levels of unemployment, so one way to reduce the number of unemployed people is to World War III our way through and kill 'em all.	sarcasm
790	Which came first, the mind or the idea of the mind? Have you never wondered? They arrived together. The mind is an idea.	philosophy
791	You did not just say that. I have a feeling we're on the verge of hugging and coming up with cute nicknames for each other.	sarcasm
792	"You must have been going very fast."" ""I was, until I hit the fence."	sarcasm
793	[T]he concern of man is not his future but his present, not the world but his soul. We must be just, we must strive, we must engage ourselves with the business of the world for our own sake, because through that, and through contemplation in equal measure, our soul is purified and brought closer to the divine. ... Thought and deed conjoined are crucial. ... The attempt must be made; the outcome is irrelevant. Right action is a pale material reflection of the divine, but reflection it is, nonetheless. Define your goal and exert reason to accomplish it by virtuous action; successs or failure is secondary.	philosophy
794	Poverty is a virtue which one can teach oneself.	philosophy
795	Never hurt a woman because she is someone’s mother or will be someone’s mother. Could you hurt your mother?	philosophy
796	Escalators are the offspring of elevators and stairs. Love is the progeny of passion and admiration.	philosophy
797	When you come to the edge of all that you know, you must believe one of two things: either there will be ground to stand on, or you will be given wings to fly.	philosophy
798	Let not the rash marble risk garrulous breaches of oblivion's omnipotence, in many words recalling name, renown, events, birthplace. All those glass jewels are best left in the dark. Let not the marble say what men do not. The essentials of the dead man's life-- the trembling hope, the implacable miracle of pain, the wonder of sensual delight-- will abide forever. Blindly the uncertain soul asks to continue when it is the lives of others that will make that happen, as you yourself are the mirror and image of those who did not live as long as you and others will be (and are) your immortality on earth.	philosophy
799	Les hommes construisent trop de murs et pas assez de ponts.	philosophy
800	It was time to take the pumpkin out of the pot and eat it. In the final analysis, that was what solved these big problems of life. You could think and think and get nowhere, but you still had to eat your pumpkin. That brought you down to earth. That gave you a reason for going on. Pumpkin.	philosophy
801	What's next? You want to convince me they're making another crap Last Airbender movie?	sarcasm
802	Do you not think that God will protect us?” “No,” he said flatly. “My experience is that He rarely attends to the obvious.	philosophy
803	A friend is a friend who continues to love you and like you when you don't love him or like him any more.	philosophy
804	Leave the door open for the unknown, the door into the dark. That’s where the most important things come from, where you yourself came from, and where you will go.	philosophy
805	Any war that requires the suspension of reason as a necessity for support is a bad war.	philosophy
806	The thoughts of all men arise from the darkness. If you are the movement of your soul, and the cause of that movement precedes you, then how could you ever call your thoughts your own? How could you be anything other than a slave to the darkness that comes before?	philosophy
807	I wish there was some method to transform all the agony in my imprudent heart to an energy source. It would have lit up the world till eternity!!!	sarcasm
808	We just wanted to see whose dick was in yer mouth. Call it curiosity.	sarcasm
809	If there were no eternal consciousness in a man, if at the bottom of everything there were only a wild ferment, a power that twisting in dark passions produced everything great or inconsequential; if an unfathomable, insatiable emptiness lay hid beneath everything, what would life be but despair?	philosophy
810	I don’t know. Is that good-different, or I-should-come-with-a-warning-label-different?	sarcasm
811	Never let yourself be diverted, either by what you wish to believe, or what you think could have beneficent social effects if it were believed; but look only and solely at what are the facts.	philosophy
812	From the philosopher Catulus, never to be dismissive of a friend's accusation, even if it seems unreasonable, but to make every effort to restore the relationship to its normal condition.	philosophy
813	Particularity leads to peculiarity and then to pathological behavior. The three Ps. It is very insidious. You would eventually end up in a box. If you try to control your environment, it will control you. And everyone else around you will always have to be making adjustments to your maddening idiosyncracies...You are beginning to enslave yourself with your fussiness.	philosophy
814	As soon as a religion comes to dominate it has as its opponents all those who would have been its first disciples.	philosophy
815	There's more to logic than identifying logical fallacies.	philosophy
816	"Ryn looks sideways at me and raises an eyebrow,""It's big enough for two."" -""You're joking right?Why don't you pretend to be a gentleman and give me the bed?"" He laughs. ""Now <em>you're</em> joking."" -""Of course."" I sigh. ""I have nothing but the lowest of expectations when it comes to you, Ryn."" -""And I shall continue to live down to them."	sarcasm
817	Crazy Horse dreamed and went into the world where there is nothing but the spirits of all things. That is the real world that is behind this one, and everything we see here is something like a shadow from that one.	philosophy
818	"He stole glances at the heathen faces of Bodien and Gaylord, the suffering, yet oddly consoled, eyes and mouth of Basellecci, noting the brave enthusiasm of men who had never dreamed of anything very definite, and it occurred to him through the reek of his person that there was only one hope for him, and for all people who had lost, through intelligence, the hope of immortality. ""We must love and delight in each other and in ourselves!"" he cried."	philosophy
819	I used to jog but it's bad for the knees. Too much beta carotene turns you orange, too much calcium gives you kidney stones. Health kills.	sarcasm
820	To live is not to breathe but to act. It is to make use of our organs, our senses, our faculties, of all the parts of ourselves which give us the sentiment of our existence. The man who has lived the most is not he who has counted the most years but he who has most felt life.	philosophy
821	Art is the social antithesis of society, not directly deducible from it.	philosophy
822	So the reason I was struck again and again was because of my overwhelmingly positive energy. Funny, I'd always thought of myself as a pessimist.	sarcasm
823	This is the concentration camp and crematorium at Auschwitz. This is where people were turned into numbers. Into this pond were flushed the ashes of some four million people. And that was not done by gas. It was done by arrogance. It was done by dogma. It was done by ignorance. When people believe that they have absolute knowledge, with no test in reality, this is how they behave.	philosophy
824	It is our attitude toward events, not events themselves, which we can control. Nothing is by its own nature calamitous -- even death is terrible only if we fear it.	philosophy
825	Be in limits, life will never limit you.	philosophy
826	Usually when people talk about the trickle-down theory, it has to do with economics. The richer people at the top of a society become, supposedly, the more wealth there is to trickle down to the people below. It never really works out that way, of course, because if there are 2 things people at the top can't stand, they have to be leakage and overflow.	philosophy
827	"Coming into your powers can be a very confusing time. Perhaps there is a book on the subject. If you like, we can go see Marian.""  Yeah, right. Choices and Changes. A Modern Girl's Guide to Casting. My Mom Wants to Kill Me: A Self-Help Book For Teens."	sarcasm
828	The wealth required by nature is limited and is easy to procure; but the wealth required by vain ideals extends to infinity.	philosophy
829	Consider the whole world reconnoitre individuals j who is there whose life is not taken up with providing for to morrow Do you ask what harm there is in this An infinite deal for such men do not live but are about to live they defer every thing from day to day however circumspect we are life will still outrun us.	philosophy
830	True, life is complex. But so are a great many accidents.	philosophy
831	I certainly don’t like the idea of missionaries. In fact, the whole business fills me with fear and alarm. I don’t believe in God, or at least not in the one we’ve invented for ourselves in England to fulfill our peculiarly English needs, and certainly not in the ones they’ve invented in America, who supply their servants with toupees, television stations, and, most important, toll-free telephone numbers. I wish that people who did believe in such things would keep them to themselves and not export them to the developing world.	sarcasm
832	"What happened?"" he demanded. ""I heard an explosion!""  ""Yeah.That was me. I set the boat alight.""  ""What?""  ""I set fire to the boat.""  ""But we're on the boat!""  ""I know."	sarcasm
833	Das Spiel ist der Inbegriff demokratischer Lebensart. Es ist die letzt uns verbliebene Seinsform. Der Spieltrieb ersetzt die Religiosität, beherrscht die Börse, die Politik, die Gerichtssäle, die Pressewelt, und er ist es, der uns seit Gottes Tod mental am Leben hält.	philosophy
834	A philosophical thought is not supposed to be impervious to all criticism; this is the error Whitehead describes of turning philosophy into geometry, and it is useful primarily as a way of gaining short-term triumphs in personal arguments that no one else cares (or even knows) about anyway. A good philosophical thought will always be subject to criticisms (as Heidegger’s or Whitehead’s best insights all are) but they are of such elegance and depth that they change the terms of debate, and function as a sort of “obligatory passage point” (Latour’s term) in the discussions that follow.  Or in other words, the reason Being and Time is still such a classic, with hundreds of thousands or millions of readers almost a century later, is not because Heidegger made “fewer mistakes” than others of his generation. Mistakes need to be cleaned up, but that is not the primary engine of personal or collective intellectual progress.	philosophy
835	You’d really give up your big, swanky apartment?”  “If you don’t want to move in there with me, yes.”  “But you love your apartment.”  “I love you more, dumb ass.	sarcasm
836	The method of 'postulating' what we want has many advantages ; they are the same as the advantages of theft over honest toil.	philosophy
837	"(One character on another:)  ""Don't you know that I passionately dote on every chin on his face?"	sarcasm
838	It is not that I am mad, it is only that my head is different from yours.	philosophy
839	Southern Cat on a Hot Tin Roof  Sure nuff, I'm happier than a cat  on a formerly hot tin roof which now uses NXT Cool Zone® heat reflecting roof coating ~ but I'm still ornier  than a mule on loco weed and a whole lot hornier  than a two-dicked billy goat. You gots any coatin' for dat?	philosophy
840	The first duty of a man is to think for himself	philosophy
841	Owr brave little shank!	sarcasm
842	where the telescope ends the microscope begins, and who can say which has the wider vision?	philosophy
843	A woman has to live her life, or live to repent not having lived it.	philosophy
844	I made art a philosophy, and philosophy an art: I altered the minds of men, and the colour of things: I awoke the imagination of my century so that it created myth and legend around me: I summed up all things in a phrase, all existence in an epigram: whatever I touched I made beautiful	philosophy
845	At the last moment, Kellan swerved around him, quickly leaving the zombie behind.   “Why didn't you just hit him?” Jayden asked, turning to look behind us as we sped away. I did, too. The zombie spun around as he immediately started to follow us.   “I didn't want to mess up my paint job,” Kellan sarcastically replied as he turned on the street that would lead us to the store. “Plus, I just washed it.	sarcasm
846	The view that the truth is one and undivided, and the same for all men everywhere at all times, whether one finds it in the pronouncements of sacred books, traditional wisdom, the authority of churches, democratic majorities, observation and experiment conducted by qualified experts, or the convictions of simple folks uncorrupted by civilisation---this view, in one form or another, is central to western thought, which stems from Plato and his disciples.	philosophy
